ID,Time,Distance
1068817,19355,1225,2
1688901,16516,2098,2
1940907,17344,1770,2
528061,19877,1342,2
1138286,19953,2048,2
2032678,18652,1365,2
2017039,20297,1147,2
921586,19662,1466,2
1943189,18418,1484,2
213991,17341,1555,2
1884164,20874,1498,2
945534,19714,1561,2
1692159,21752,1403,2
946866,6814,791,2
485991,19041,1502,2
516060,18869,1310,2
1314882,16234,1174,2
331169,20944,1244,2
2031353,22466,1193,2
1385104,15774,1278,2
875863,16210,1733,2
708075,10783,913,2
1326863,16723,1312,2
670542,17548,1669,2
73365,16915,952,2
818411,17621,1557,2
1399718,20399,1296,2
553002,14642,1099,2
1680161,4678,380,2
708080,16580,1524,2
2080257,21184,1651,2
253178,17156,1221,2
1536714,17446,1517,2
759648,19660,1841,2
1944495,18095,1924,2
669589,18221,1351,2
619203,18484,1772,2
1692136,20741,1320,2
969502,21149,1211,2
1554590,19244,1331,2
596157,17434,1529,2
72042,19406,1605,2
1577212,16308,1508,2
974088,19707,1607,2
998036,20960,1673,2
1927931,20776,1310,2
903704,17571,1432,2
735688,20717,1314,2
2093585,18253,1387,2
1828090,17704,1270,2
727222,20311,2016,2
134515,15763,839,2
1295204,17937,1304,2
1348185,17437,1109,2
970547,19464,1164,2
1517572,17433,1386,2
2044615,16904,1684,2
63903,18561,1344,2
1913329,19457,1586,2
662057,15825,1597,2
2057936,19296,1066,2
1297877,17389,1619,2
919293,17155,1221,2
273602,16842,982,2
560161,19441,1424,2
2020630,18679,1484,2
602428,21278,1760,2
1357903,18642,1019,2
2061189,20355,1777,2
1735907,19354,1393,2
1169440,19113,1497,2
469017,17570,1432,2
1631132,20508,1241,2
1579817,19445,1335,2
584127,19649,1812,2
1104900,19466,1484,2
1865024,12973,791,2
1620496,17042,867,2
703276,17314,943,2
133205,19077,1348,2
1399755,18358,1687,2
1357916,19404,1695,2
461971,19891,1578,2
2073155,17027,1573,2
1670710,18869,1310,2
1940928,6923,501,2
956228,19566,1205,2
2048195,19867,2188,2
1217734,15913,1295,2
18521,17005,1201,2
1645785,19573,1364,2
1710605,20646,1872,2
1668402,19441,1424,2
1373154,17150,1226,2
1284587,17660,994,2
1108483,18592,2107,2
1783565,16305,1258,2
1205744,19336,1445,2
1912012,18358,1687,2
1828054,15634,1221,2
1128912,20497,1201,2
646837,11832,873,2
1811210,18726,1019,2
560114,16981,1481,2
1285841,18481,2382,2
1924013,20874,1498,2
35076,18985,1138,2
1855670,18183,1609,2
1830372,15941,1842,2
1981451,7465,565,2
189670,17683,1139,2
506678,22476,1525,2
1146756,17400,1354,2
1495702,19494,1656,2
246035,18154,1223,2
1679104,19295,1553,2
433010,18728,947,2
1272536,17964,1596,2
1382909,16009,1091,2
705880,19770,1404,2
2045913,18885,2275,2
460630,20029,1273,2
2045911,17619,1519,2
1572385,19650,1812,2
1615933,19876,1342,2
1980139,19077,1348,2
1868973,8917,664,2
903769,19698,1595,2
783306,20594,1408,2
885299,17751,1403,2
175040,14277,1076,2
74616,18537,1526,2
1215114,10747,1153,2
1217774,21193,1734,2
74613,18263,1777,2
1258281,19715,1561,2
898576,16737,1841,2
289181,21350,1574,2
1714172,20567,1531,2
915755,20259,1816,2
1603992,19416,1527,2
1458576,18317,1462,2
956264,22081,1533,2
560144,19407,1468,2
1402103,19877,1342,2
91182,18652,1158,2
1976906,15546,1068,2
1939998,19765,1414,2
1655147,19822,1692,2
345707,21503,1586,2
2048166,20253,1106,2
289193,17249,1910,2
1759949,17310,1325,2
753593,15860,1046,2
1963421,19066,1265,2
928842,19265,1366,2
357801,19565,1205,2
2049580,20092,1353,2
1081674,20749,1492,2
813750,18183,1609,2
1873607,16347,1579,2
1951444,17327,1165,2
613045,19878,1459,2
408230,16871,1680,2
523017,16114,1437,2
1987401,15860,1046,2
1318486,9547,1020,2
1834023,18203,1192,2
892578,21405,1785,2
1470439,19133,1551,2
825722,19501,1780,2
1687565,19876,1390,2
1901189,20510,1643,2
271017,17000,1392,2
1001533,17062,1226,2
878281,17647,1307,2
1675566,18058,1136,2
1559270,19673,1146,2
892547,22596,1288,2
247384,15781,1369,2
1196999,18724,1760,2
1103520,17815,1586,2
1128869,19357,1484,2
1432187,18358,1687,2
1195660,19149,1420,2
1458789,7403,1181,2
1999404,18101,1245,2
752256,16030,1124,2
2037595,7467,836,2
319524,21164,1439,2
649032,19602,1842,2
927542,18590,1450,2
561319,19606,1666,2
1663590,20016,1615,2
1203179,20645,1872,2
1964725,17132,1465,2
551928,19371,1659,2
836420,18983,1877,2
284382,10306,844,2
753553,20450,1074,2
703296,18637,1747,2
676667,19002,1438,2
1407160,18643,1291,2
1379445,20504,1340,2
593798,10769,1014,2
512390,17797,1530,2
204236,19291,1401,2
790574,19600,1485,2
1531723,17310,1325,2
1320776,20874,1498,2
1203180,16596,1807,2
2013598,18303,1559,2
1974110,15007,1152,2
1772962,20708,1313,2
752231,15959,1253,2
2049559,19084,1800,2
1132076,17695,1540,2
1836644,16928,1519,2
1063806,20224,1592,2
1686274,19876,1342,2
1925175,16282,911,2
1469401,18716,1177,2
1890168,11253,1009,2
32993,20381,1180,2
1254772,18532,1380,2
715273,18742,1557,2
1723967,17905,2289,2
752224,19685,1421,2
1342183,17683,1904,2
1242773,19831,1157,2
286985,17258,1896,2
854271,20381,1180,2
423861,16351,1466,2
2025597,19866,2188,2
1598831,16243,935,2
893833,19592,1404,2
836400,22692,1239,2
1908621,17783,1926,2
231868,18138,1372,2
1823379,19570,1746,2
1964777,18869,1310,2
1044665,9441,809,2
650064,17263,1832,2
398386,22106,2051,2
525690,18848,1388,2
953838,17423,1588,2
1735923,6774,749,2
1215188,15318,1191,2
1560231,7962,672,2
778821,18044,1279,2
1950138,18848,1388,2
1772990,18550,1741,2
1586846,17115,1516,2
1962102,20875,1498,2
1407198,19867,2188,2
272365,20758,1610,2
902299,18817,1123,2
398396,21744,1515,2
1367476,18986,1169,2
1674281,17726,1524,2
566139,22128,1638,2
49836,20292,1698,2
898709,20891,1057,2
349344,19441,1424,2
166900,17659,994,2
526913,20874,1498,2
1224921,16711,950,2
370868,17566,1357,2
1354188,18511,877,2
2025534,19700,1405,2
502950,16311,1427,2
1733393,19327,1671,2
795389,20297,1638,2
734441,17330,1228,2
1495587,16897,1385,2
1946929,20059,1573,2
478984,18107,1221,2
627626,20220,1864,2
859113,18731,1078,2
2026858,7002,921,2
940564,19483,1211,2
1197,19262,1244,2
1319731,21351,1574,2
1871023,20536,1859,2
1638566,18095,1924,2
990811,18708,1292,2
914298,22227,1435,2
1574806,20218,1439,2
410505,15454,1224,2
1307739,15324,1178,2
1652883,19650,1812,2
610835,18265,1240,2
812472,18406,1535,2
794083,17060,1588,2
195445,18230,1568,2
1679080,17172,1127,2
952542,18102,1245,2
938274,19317,1293,2
591107,17330,1708,2
1407159,18352,1456,2
130984,6773,749,2
1392457,19187,953,2
835106,16696,796,2
1606131,19876,1342,2
681120,21752,1403,2
9924,17960,1328,2
581794,18511,1709,2
1758663,17040,1235,2
84178,15809,1544,2
1380475,20529,2071,2
349307,15737,1451,2
640611,18643,1291,2
580461,15969,1280,2
13876,18870,1310,2
1291721,18939,1495,2
1886970,19463,1103,2
1002882,15522,1096,2
1860348,16972,1338,2
1945633,15545,1164,2
1944302,20575,1914,2
1223634,19779,1246,2
1986103,20853,1613,2
1971924,9442,809,2
2054062,11832,873,2
963249,19441,1424,2
963248,21752,1403,2
1565051,19214,1269,2
1164505,17377,1153,2
1806891,18501,1223,2
710414,16952,1147,2
160792,14424,1374,2
81921,16946,1898,2
1652892,17388,1619,2
279854,16925,1571,2
1732032,20469,1390,2
694491,19570,1461,2
592404,21233,1430,2
1375945,16945,1898,2
711778,19041,1502,2
934704,19894,1469,2
1897606,16928,1519,2
1094961,20305,1479,2
681153,17955,1265,2
1361307,19553,1293,2
1886954,20646,1872,2
1290405,18849,1388,2
1421418,16563,1401,2
568781,15604,1466,2
1861684,19297,1066,2
142928,18772,1378,2
1126251,18032,1557,2
693134,16972,1568,2
1181068,19261,2009,2
1336358,23311,1476,2
637018,21646,1797,2
379254,18069,1563,2
55678,17647,1307,2
1565081,19651,1532,2
340936,18045,1382,2
1906057,15458,1208,2
1421406,20209,1955,2
1607422,19517,1205,2
302695,9405,769,2
621475,20765,1309,2
1349555,17955,1795,2
1969647,16696,796,2
36486,18142,1943,2
1189797,18889,1481,2
1097214,18046,1237,2
2082974,20749,1492,2
1781070,11092,1448,2
1439591,18885,1482,2
1906065,18110,979,2
596077,18134,1990,2
1513937,20068,1484,2
1147927,18624,1122,2
1715563,17389,1326,2
671740,21511,1940,2
265258,18689,1389,2
1272617,17505,1305,2
74766,16703,1369,2
1892706,18093,2346,2
1765818,20432,1460,2
1693328,21398,1538,2
784784,21113,1635,2
166855,20004,1410,2
818521,18753,1640,2
634799,17383,1441,2
1336258,14751,1310,2
1777829,21127,1411,2
494142,17437,1109,2
478917,19502,1780,2
568852,19564,1120,2
1738212,17210,1787,2
2043464,20777,1310,2
8672,16509,1486,2
2001629,10296,650,2
1652808,17815,1586,2
241275,9425,1199,2
758460,18154,1223,2
784799,18143,1432,2
963275,19475,1538,2
1164481,19179,1414,2
656123,18678,1484,2
769128,19672,1546,2
608482,5386,614,2
2031481,15564,1265,2
1680002,15007,1278,2
7339,17383,1441,2
266580,19371,1659,2
1176471,19357,1484,2
152250,19405,1695,2
1525909,15605,1466,2
567534,22075,1531,2
1843798,7963,744,2
300107,18366,1010,2
1817444,21179,1426,2
2043478,11670,1059,2
141597,17196,1213,2
194084,22709,1808,2
212756,20209,1955,2
439328,17342,1350,2
302771,17483,1348,2
1692042,14770,1279,2
1536610,18313,1493,2
291511,16830,1170,2
72131,16311,1427,2
531594,21516,1122,2
1855710,4562,588,2
2078034,20549,1578,2
1386541,19584,1985,2
794134,19600,1485,2
1175115,20505,1340,2
442914,19795,1748,2
392180,18642,1019,2
887962,17660,2072,2
1968346,20475,1310,2
169093,7124,841,2
1135908,18198,1447,2
859038,21449,1837,2
554218,9622,1060,2
25792,20779,1653,2
1702208,15145,1693,2
530267,15007,1278,2
1757396,18231,1522,2
1567762,6788,399,2
289210,20874,1498,2
1175122,20874,1194,2
1694684,8638,1019,2
1427590,18772,1378,2
130895,19444,1991,2
717915,7742,945,2
819869,20084,1194,2
416647,15079,1027,2
610755,18102,1245,2
277274,18482,1078,2
331284,20268,2004,2
2055411,18544,1306,2
759761,18643,1291,2
1714217,17383,1773,2
1694681,20915,1269,2
392160,14770,1279,2
656163,20874,1498,2
2018496,19465,1135,2
1465836,18715,1177,2
211472,16783,1530,2
1427587,18526,1209,2
1817483,18011,1711,2
417992,20296,1147,2
733140,18367,1595,2
1931070,19601,1842,2
442925,18985,1169,2
36415,21888,2380,2
1716862,15809,1544,2
1439563,19423,1793,2
944133,17770,1337,2
1402231,20476,1310,2
1403562,7741,945,2
1107067,19381,1450,2
108103,17519,1264,2
1853179,18103,1334,2
111758,7053,633,2
285718,15665,1481,2
615627,20929,1495,2
1386589,19406,1623,2
446479,16309,1508,2
1414212,17197,1213,2
1601273,21638,909,2
829257,22439,1304,2
968110,19356,957,2
211494,21537,1523,2
920179,19886,1597,2
663266,16989,1311,2
535082,17613,1396,2
20986,16218,1255,2
1221080,23311,1476,2
805298,18367,1595,2
584006,20743,1626,2
1284691,18405,2245,2
603629,20143,1302,2
663299,17357,1232,2
879534,17791,1139,2
471413,20761,1439,2
1313620,19262,1244,2
1204547,18019,1155,2
1456070,17060,1127,2
1765880,22130,1276,2
1901230,9014,581,2
518508,15505,1338,2
1644347,18870,2126,2
1979024,16370,1429,2
741636,21088,1415,2
1260679,18894,1370,2
188246,20708,1313,2
596000,18639,1096,2
1061215,16630,1959,2
1313613,17770,1337,2
1554434,19722,1318,2
1441834,8639,1019,2
646717,5928,692,2
1992055,19600,1485,2
1217871,21139,1509,2
1056703,17791,1253,2
620186,22272,1770,2
1671980,20238,1241,2
1086519,15457,1403,2
518531,18755,1485,2
1764533,17815,1586,2
1877109,19866,2188,2
1504179,20333,1896,2
1314933,12996,1114,2
410496,20767,1556,2
345853,19502,1780,2
1121338,16114,1437,2
1368712,17050,1241,2
868805,19653,1281,2
1813981,22475,1525,2
1925213,17779,2034,2
1695941,5151,582,2
1482332,14947,1384,2
1740576,6993,346,2
956179,7124,841,2
272420,13740,1244,2
896061,16812,875,2
1184905,19079,1652,2
769171,19162,1213,2
1120019,20965,1364,2
621499,17873,920,2
969451,17028,1560,2
727327,19559,1734,2
1444056,17902,1282,2
1714293,19127,1576,2
730966,19003,1746,2
321864,12051,1031,2
273748,20767,2337,2
1402219,18017,941,2
1270017,17797,1530,2
645418,17648,1593,2
1992013,20488,1291,2
729972,20221,1864,2
73415,18204,1152,2
1283332,19465,1164,2
318235,15500,1656,2
135717,11620,686,2
941906,18141,1943,2
715332,18929,1324,2
1655025,17653,900,2
1867788,19867,2188,2
2051549,18264,1777,2
813863,16872,1680,2
925219,8553,678,2
1897707,19440,1424,2
182436,18478,1201,2
1962454,19281,1946,2
500247,18890,1183,2
183761,19498,1631,2
298620,21919,1351,2
1206784,19272,1661,2
409211,20725,1385,2
1217,16266,1279,2
145488,21021,1484,2
490354,13740,1244,2
400873,19412,1622,2
388664,6788,399,2
1013867,19699,1405,2
641876,19866,2188,2
13920,19462,1103,2
1024520,19798,2029,2
992045,18637,1745,2
41141,19362,1582,2
1809183,18212,1457,2
1484712,19866,2188,2
1987765,20567,1931,2
1948150,19756,1809,2
1230425,16819,1466,2
2088843,19689,1590,2
2075534,20178,1918,2
170430,20334,1420,2
171760,19458,1702,2
1284282,16713,983,2
1434450,21138,1509,2
2037221,18657,1435,2
1114532,21402,1138,2
800528,20061,1961,2
1445101,18570,1622,2
708201,21021,1749,2
1447767,19509,1407,2
801862,19067,1280,2
913258,15178,1807,2
1472727,18544,1473,2
309835,17043,1377,2
1975742,16061,1156,2
1042390,19336,1445,2
1333734,19866,2188,2
388680,19922,1499,2
723831,17388,1619,2
1151517,18093,1030,2
788374,18952,1420,2
1846142,18503,1468,2
77124,18392,1379,2
337056,18658,1331,2
299987,17700,1266,2
436850,21903,1426,2
340699,19963,1733,2
1836750,14277,1076,2
537575,20297,1147,2
134794,15291,1337,2
616886,15461,1670,2
591012,17310,1325,2
714076,18541,1778,2
1055691,19650,1532,2
272033,12248,1192,2
284015,5928,692,2
938574,16919,1694,2
865019,19946,1488,2
715390,18092,2346,2
1055682,19224,1765,2
195712,20750,1076,2
1229444,16601,1136,2
651242,18897,1229,2
2087553,21222,1649,2
103653,19044,1499,2
1028085,21646,1797,2
1822171,20514,1873,2
939891,20370,1329,2
937230,20472,1596,2
454685,19041,1502,2
752348,6788,399,2
1782426,18663,1299,2
892626,16221,1028,2
579394,20712,1063,2
169442,18643,1291,2
128920,18573,1873,2
1459714,16346,1579,2
1201916,18277,1678,2
1999729,17389,1619,2
1101250,16696,796,2
1734715,20853,1414,2
837846,20877,1711,2
836515,18733,1181,2
1687464,14771,1279,2
1781105,20779,1627,2
591023,18012,1711,2
1633651,19901,1086,2
1339900,20776,1310,2
1823484,18754,1485,2
1229466,20892,1400,2
1722734,18385,1338,2
1662189,18772,1378,2
714084,16534,2226,2
1920627,18133,1557,2
491616,10306,844,2
217208,18742,1557,2
1179022,19222,1694,2
1945950,17295,1216,2
1818969,19701,1672,2
2027837,20297,1147,2
102362,18037,1718,2
1367143,19973,1604,2
97597,20967,1840,2
555364,19613,1454,2
153953,17354,1369,2
1614473,17682,1139,2
747874,18579,1397,2
745214,19172,1407,2
1381453,17068,1423,2
1228166,17132,1465,2
1011289,19613,1454,2
455984,20158,1454,2
1241159,17462,1282,2
1200605,22178,1963,2
644080,19296,1553,2
1897793,18559,1512,2
1213907,15435,1430,2
1663413,18871,1720,2
1727607,19606,1666,2
1277112,18059,1136,2
1943307,19696,1123,2
2087596,19572,2129,2
1176894,17207,1225,2
1494148,19351,1142,2
404385,18598,1708,2
694319,16198,1079,2
96285,18911,1429,2
181166,18848,1388,2
1440295,21161,1749,2
358884,18662,1481,2
339638,18505,1477,2
2031085,19877,1342,2
1379144,18201,2270,2
1066335,16798,1404,2
452016,15825,1597,2
862889,15501,1623,2
1199501,15290,1126,2
327664,10351,975,2
260080,8638,1019,2
772800,19867,2188,2
1216196,19380,1450,2
1945940,19822,1692,2
775072,18736,1801,2
115651,20692,1300,2
684997,18322,1478,2
2014530,20822,1673,2
1253108,15579,1278,2
1606016,19886,1597,2
268856,19352,1142,2
371873,20945,1244,2
1536451,18230,1522,2
1860467,16747,1445,2
67747,18079,1443,2
427006,16972,1568,2
653824,20711,1742,2
297330,21787,2050,2
1707191,21677,1023,2
1846155,10565,880,2
1675439,15544,1164,2
1592545,19222,1521,2
1280718,17507,1371,2
889064,18256,1508,2
818720,10747,1153,2
1464248,12972,791,2
1986471,19649,1812,2
640518,18955,1457,2
1236601,6777,929,2
1326584,15497,1255,2
11311,22291,1129,2
513541,21408,1683,2
67762,19262,1244,2
1078353,19525,1705,2
1957957,20931,1516,2
1897723,18222,1350,2
1280724,17571,1711,2
1280731,10565,880,2
1931368,16378,1681,2
1326570,19002,1438,2
141943,17988,1024,2
102379,21031,1320,2
1065048,12663,1170,2
8764,20324,1160,2
368255,14970,1297,2
1652795,17655,1522,2
1593895,15605,1466,2
193115,6916,655,2
806727,16198,1079,2
602296,19444,1457,2
847239,19877,1342,2
1829621,16134,1346,2
6110,18211,1606,2
770252,19046,1323,2
393107,18537,1526,2
1314691,17441,1307,2
1223310,18367,1451,2
633338,20967,1840,2
1187497,19418,1351,2
383773,17979,1892,2
418973,17544,1438,2
1751308,16915,952,2
1017423,21022,1749,2
1739657,19171,1407,2
1250941,18281,1401,2
1453554,19046,1690,2
1693204,14973,623,2
1158920,22299,1359,2
659961,16127,1191,2
1579655,20292,1665,2
1212680,19583,1985,2
96203,18679,1484,2
1376839,20293,1665,2
1005456,21165,1439,2
2003921,18853,1328,2
1702399,21504,1586,2
872187,9441,809,2
794235,20947,1212,2
176566,19261,2009,2
567412,19554,2039,2
919488,18691,1390,2
200414,17022,1283,2
1789940,18448,1039,2
769234,7466,836,2
84210,19784,1234,2
621318,17603,1241,2
11297,19797,1868,2
85540,17368,1274,2
213721,20750,1076,2
108423,21148,1211,2
483106,22292,1129,2
670320,21085,1975,2
1351556,16059,1127,2
1303995,6168,389,2
193091,18817,1123,2
1260302,18870,1310,2
1122941,8640,660,2
1416550,19436,1578,2
2056401,17489,1224,2
1223353,19338,1470,2
381150,17800,1598,2
1441521,17316,1131,2
459482,16130,1454,2
1490658,21397,1538,2
1362210,17374,1595,2
11269,20237,1241,2
2032437,19660,1841,2
505182,20879,1567,2
434188,6911,500,2
1693244,21226,1628,2
153860,21593,1586,2
1212693,9547,1020,2
1337261,15776,1536,2
1727643,8970,911,2
6162,22073,1344,2
1351564,18655,1005,2
279576,17368,1524,2
1726319,18155,1178,2
1118027,23311,1476,2
1768165,6343,371,2
771525,18079,1443,2
189807,17491,1517,2
394459,19036,1790,2
1744199,20550,1578,2
1639753,17100,1307,2
794282,20091,1353,2
1668273,20279,1359,2
1490672,16376,1134,2
1415247,8587,1044,2
684948,20150,1977,2
2094648,16820,1240,2
1626434,19468,766,2
122704,21897,1747,2
1867824,21512,2129,2
1513840,19077,1348,2
1592601,15522,1096,2
164531,19013,1522,2
1854510,18962,1255,2
703402,14737,1086,2
1484697,20209,1955,2
2081357,18643,1291,2
211109,21355,1861,2
1981646,14973,623,2
1512517,18060,1170,2
1416580,8263,788,2
1106029,18867,876,2
213764,16534,1207,2
1620233,6500,730,2
1771790,18326,1394,2
237750,20209,1955,2
1115809,18921,1810,2
1517331,6343,371,2
1632214,19464,1164,2
967137,19065,1936,2
448786,20324,1160,2
1520987,19335,1294,2
1061543,5385,614,2
880619,17884,1617,2
688449,9392,1084,2
110790,15523,1262,2
1118070,21113,1635,2
237746,6911,500,2
389918,19579,1486,2
377926,19334,1393,2
620091,18869,1310,2
1520992,17189,1218,2
854341,21068,2138,2
1376886,17964,1672,2
1633558,16897,1385,2
1331174,19673,1546,2
1531632,15522,1262,2
1683806,20479,1588,2
485704,19260,1037,2
352658,15451,1253,2
562597,20651,1370,2
1770482,18178,1533,2
2079061,19041,1502,2
831670,20708,1313,2
939927,17803,1206,2
308581,20223,1592,2
1770487,20016,1444,2
17425,19107,1617,2
1880893,19424,1599,2
1699374,17650,1299,2
157405,16198,1079,2
816045,17545,1438,2
1633574,20016,1615,2
878306,17646,1228,2
1738396,18426,1614,2
955141,19613,1454,2
1865282,19077,1348,2
982738,22017,1307,2
1586794,15962,1276,2
1005479,14642,1099,2
1483318,22597,1288,2
967171,19554,2038,2
816099,19244,1331,2
293893,20480,1588,2
1517370,19085,1588,2
107173,20827,1560,2
47291,20292,1698,2
1169631,16549,1230,2
422105,15469,1357,2
1683856,20879,1567,2
619071,19673,1546,2
1499075,19406,1623,2
1865229,20068,1484,2
619064,20432,1460,2
599804,19991,1120,2
1517386,15709,1283,2
424786,19673,1546,2
672918,21888,2380,2
1115836,20877,1711,2
1633599,20367,1129,2
224471,19900,1086,2
1146988,17765,1186,2
914653,15522,1096,2
2037299,22484,1283,2
175246,20620,1495,2
18745,18726,1019,2
1991023,17936,1304,2
703473,17317,1941,2
376667,19514,1429,2
2038593,18587,1434,2
410149,19174,1294,2
1430803,18138,1081,2
1924274,22466,1193,2
1446356,18591,2107,2
1143027,19711,1182,2
1247388,20486,1527,2
1737013,19953,1736,2
2075504,19419,1351,2
1198178,9025,860,2
146719,8799,884,2
211199,15522,1262,2
291269,18231,1568,2
74863,21751,1403,2
1332445,20790,1429,2
61555,19416,1527,2
1229505,20382,1252,2
1115813,17802,1206,2
1306175,19066,1265,2
1297607,20084,1353,2
993422,21517,1122,2
1345871,18301,2346,2
1138406,18860,1130,2
1511073,16009,1091,2
2037361,15153,973,2
799114,18231,1522,2
2672,17633,1745,2
1963662,19423,1793,2
144043,6169,389,2
836620,20068,1484,2
1113108,17023,1283,2
747901,20254,1106,2
592271,19245,1331,2
837947,20348,2147,2
1536364,19095,1114,2
410338,19895,1469,2
994583,21463,1607,2
2679,15468,1357,2
1370814,20874,1498,2
627477,20708,1610,2
1786093,19221,1694,2
1847576,20292,1698,2
1757507,18872,1720,2
1560027,18211,1457,2
2008818,19560,1734,2
525407,19866,2188,2
891456,21504,1586,2
1152737,18659,1222,2
1152728,18503,1606,2
274750,18772,1378,2
2086317,16713,985,2
575701,19558,1304,2
639466,19808,1267,2
2012087,18898,1255,2
711985,19465,1135,2
337181,19281,1946,2
132087,16069,1398,2
1102435,19876,1342,2
1809285,17444,1557,2
285462,21387,1332,2
1318220,17166,1668,2
1127780,17355,1369,2
1103750,16461,1143,2
1585316,15324,1178,2
120041,17546,1541,2
891466,15347,1377,2
765795,20712,1063,2
1102428,19443,1457,2
448949,18870,2126,2
399441,18899,1375,2
1369855,18212,1457,2
1055579,20983,1513,2
739490,19424,1599,2
273492,18358,1687,2
811361,16812,1496,2
1183890,19482,1323,2
205315,17943,1358,2
1394838,19297,1066,2
1379201,19075,1289,2
1574616,17915,1308,2
1532810,19458,1586,2
2050303,16709,1037,2
1950381,16061,1156,2
42555,15725,1295,2
1283037,17645,1228,2
837989,15733,980,2
2025323,18302,1559,2
1182572,20136,2109,2
42558,19406,1468,2
950113,18197,1742,2
65293,20791,1429,2
2012017,16549,1230,2
1908858,18483,1772,2
1586611,21972,2154,2
1975667,19070,1280,2
1699336,18878,1755,2
1933827,19509,1407,2
765755,18559,1285,2
1506538,20708,1313,2
1061402,18561,1344,2
1126403,18582,1648,2
1574638,19695,1123,2
160977,21888,2380,2
399477,19331,1463,2
811356,17443,1557,2
1458508,20459,1445,2
297404,18510,1709,2
297403,18878,1755,2
1422571,17859,1235,2
422300,15977,1408,2
1707232,19354,1225,2
408012,20238,1241,2
259174,18589,1450,2
386182,17943,1217,2
525464,11269,700,2
1254510,20136,2109,2
1547036,19386,880,2
1550677,19041,1502,2
386177,15435,1430,2
1306211,4848,326,2
1382854,22488,1357,2
1614351,18234,1948,2
910911,22130,1276,2
1653954,17808,1136,2
230313,21952,1322,2
1788664,9025,860,2
1702415,18655,1005,2
963448,20723,1605,2
1769583,18643,1291,2
1575904,19378,1729,2
886959,20946,1811,2
231643,21132,1563,2
861673,19003,1746,2
1563921,17981,1470,2
48730,18557,1404,2
579220,16043,1611,2
314497,16709,1037,2
1338713,18776,1280,2
1830742,15348,1377,2
1496683,17682,1845,2
1367258,18596,1729,2
1308854,18553,1066,2
861665,7090,473,2
976760,18021,1416,2
910939,16203,1658,2
204057,18214,1152,2
1025781,19575,1503,2
1410569,15523,1096,2
368330,17622,1557,2
1411899,18393,1379,2
326438,17338,1234,2
671567,18726,1019,2
293920,17434,1386,2
626177,19465,1164,2
745324,18951,1763,2
116861,17399,1354,2
557868,16879,1134,2
950135,18479,1326,2
628747,19922,1499,2
1476342,18390,1245,2
2085080,10458,745,2
217385,19196,1319,2
1536334,20017,1444,2
1489657,18949,1359,2
934929,19480,2088,2
1896535,22227,1435,2
1363700,22742,1459,2
1379285,20108,1414,2
339736,11427,1482,2
1440397,20209,1955,2
1803146,21003,1424,2
1475017,19226,1325,2
1068896,20599,1920,2
1625046,21975,1238,2
974159,19045,1323,2
1885886,16141,1164,2
327763,19061,1389,2
962171,20232,1465,2
268968,18035,1279,2
538711,17803,1247,2
242353,17563,1342,2
1651327,20567,1531,2
281931,18020,1050,2
543291,20460,1445,2
114265,19429,1331,2
231671,19355,1225,2
1164755,15290,1337,2
1349406,16824,1509,2
302477,10967,1181,2
327752,20744,1626,2
1476320,16393,721,2
671599,22635,1451,2
1815116,20790,1429,2
1956504,6344,371,2
168074,20158,1454,2
1337430,7465,565,2
502769,16051,814,2
1363727,16365,929,2
156090,20292,1698,2
1526981,17025,1354,2
302440,18168,1844,2
581500,18236,1711,2
922955,20051,1600,2
11400,18249,1369,2
439136,18107,1221,2
128881,20296,1147,2
775152,19244,1331,2
41289,18895,1418,2
168062,15471,1209,2
1011112,17918,1520,2
1566170,16060,1127,2
1622809,20296,1147,2
1092525,19487,980,2
115573,17673,1582,2
1663312,20150,1977,2
126216,17870,1930,2
1511028,19647,1642,2
1933890,13809,889,2
1860592,21179,1426,2
1140789,15681,1523,2
922969,14770,1279,2
918004,17691,991,2
884260,15964,1334,2
483264,15486,1463,2
35393,20017,1444,2
1725134,19517,1205,2
1749109,16087,1406,2
1059177,18304,1766,2
1828369,19318,1370,2
60359,21071,1626,2
1852009,15601,1753,2
176423,15681,1523,2
242395,19086,1903,2
84322,20567,1931,2
1738445,18587,1434,2
1414051,16676,1242,2
266345,20468,1390,2
1426039,22657,1792,2
430724,10088,618,2
987495,21200,1168,2
1669471,18822,1735,2
597146,18318,1462,2
1426034,11587,1362,2
1209128,18427,1614,2
279658,20638,1571,2
2082743,19423,1599,2
281976,22227,1435,2
1656130,20368,1129,2
428418,15079,1027,2
1681107,15605,1466,2
716840,16731,1471,2
152460,17489,1224,2
1352988,16430,1383,2
1943233,17432,1148,2
430753,18545,1306,2
164466,21848,1473,2
987489,17389,1326,2
1122884,11749,1231,2
855712,15797,1303,2
805420,20037,1423,2
1578220,18323,1275,2
2018291,20708,1313,2
484561,18643,1291,2
517013,20208,1451,2
702236,15481,1412,2
1671779,20931,1516,2
896242,18882,1092,2
1980233,22280,1633,2
1007980,21113,1635,2
998192,17637,2054,2
280620,17023,1283,2
805435,21922,1128,2
768020,19295,1553,2
454701,7962,744,2
2094756,19192,1353,2
253084,18143,1432,2
671536,17207,1225,2
110626,18878,1421,2
2045865,19348,1533,2
1525717,19672,1546,2
531348,16137,1345,2
1641935,19672,1546,2
2006252,17280,1355,2
1174028,21258,1321,2
2093417,20292,1698,2
1362332,20878,1799,2
